CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,D001_01,D002,D015,D014,D016,D017_01,D018,PS17_01,PS17_02,PS17_03,PS16,PS15,PS14,PS13,PS12,PS11,PS11_05,PS11_01,PS11_02,PS11_03,PS11_04,PS10,PS09,PS08_01,PS07,PS06,PS04_01,PS19_01,PS20_01,PS03,PS02_01,PS18,KO01_01,KO01_02,KO01_03,KO01_04,KO01_05,F008_06,F008_03,F008_05,F008_07,F008_08,F004_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP04_01,PP04_02,PP04_03,PP04_04,PP06_01,PP06_02,PP06_03,PP06_04,PP05_01,PP05_02,PP05_03,PP05_04,PP05_05,PP08_01,PP08_02,PP08_03,LG01_01,LG01_02,LG01_03,LG01_04,LG01_05,LG01_06,LG01_07,LG01_08,LG01_09,LG01_10,LG13_25,LG13_11,LG13_23,LG13_12,LG13_14,LG13_29,LG13_24,LG13_13,LG13_15,LG13_20,LG15_32,LG15_33,LG15_30,LG15_31,LG15_28,LG15_27,LG15_16,LG15_17,VP01_01,VP01_02,VP01_03,VP01_04,VP01_05,VP01_06,VP01_07,VP01_08,VP01_09,VP01_10,VP01_11,VP01_12,VP01_13,VP01_14,VP02_01,VP02_02,VP02_03,VP02_04,VP02_05,VP02_06,VP02_07,VP02_08,VP02_09,VP02_10,VP02_11,VP02_12,VP03_01,VP03_02,VP03_03,VP03_04,VP03_05,VP03_06,VP03_07,VP03_08,VP03_09,VP03_10,VP03_11,VP03_12,VP03_13,VP03_14,VP03_15,VP03_16,VP04_01,VP04_02,VP04_03,VP04_04,VP04_05,VP04_06,VP04_07,FP01_01,FP01_02,FP01_03,FP01_04,FP01_05,FP01_06,FP01_07,FP01_08,FP01_09,FP01_10,FP01_11,FP01_12,FP01_13,FP02_01,FP02_02,FP02_03,FP02_04,FP02_05,FP02_06,FP02_07,FP02_08,FP02_09,FP02_10,FP02_11,FP02_12,FP02_13,FP02_14,FP02_15,FP02_16,FP02_17,FP02_18,FP02_19,FP02_20,FP03_01,FP03_02,FP03_03,FP03_04,FP03_05,FP03_06,FP03_07,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,CV22_01,CV22_02,CV22_03,CV22_04,CV22_05,CV22_06,CV22_07,CV22_08,CV22_09,CV22_10,CV22_11,CV22_12,CV25_01,CV26_01,CV27_01,CV27_02,CV27_03,CV27_04,CV27_05,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME017,TIME018,TIME019,TIME020,TIME021,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,filter_$
315,,,base,interview,2021-06-15 13:51:17,22,weiblich,alleine.,,während des ganzen Semesters erwerbstätig.,15,Deutsch,6.0,6.0,,,PuP,EN,4,nein,1.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,50.0,15.0,5.0,AHS,2,Juni 2021,3.0,3.0,3.0,3.0,3.0,trifft zu,trifft zu,trifft eher zu,trifft eher zu,trifft zu,,3.0,3.0,trifft voll zu,3.0,3.0,3.0,3.0,trifft voll zu,3.0,trifft gar nicht zu,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,nie,4.0,4.0,4.0,4.0,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,nie,nie,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,trifft eher nicht zu,trifft eher nicht zu,teils/teils,trifft nicht zu,teils/teils,teils/teils,teils/teils,trifft eher zu,teils/teils,teils/teils,teils/teils,trifft eher nicht zu,,,W,K,A,18,B,10.0,78.0,59.0,,36.0,24.0,30.0,86.0,36.0,47.0,97.0,,,,,26.0,19.0,42.0,47.0,43.0,680.0,,2021-06-15 14:02:37,ausgefüllt,Teilnehmer,21.0,21.0,3.0,0.0,,21.0,Not Selected
222,,,base,interview,2021-06-15 10:19:57,22,männlich,mit anderen Personen zusammen.,,gelegentlich während des Semesters erwerbstätig.,8,Andere Sprache,6.0,4.0,,,GW,GS,6,ja,1.0,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ja,,,,,53.0,18.0,12.0,MS,2,Juni 2021,trifft voll zu,trifft voll zu,3.0,trifft voll zu,3.0,trifft eher zu,trifft zu,trifft zu,trifft zu,trifft eher zu,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,3.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,nie,2.0,nie,nie,nie,nie,2.0,4.0,2.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,3.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,3.0,sehr häufig,4.0,3.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,trifft eher zu,trifft nicht zu,teils/teils,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft eher zu,teils/teils,trifft eher nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,,,B,F,M,17,B,2.0,13.0,15.0,,54.0,28.0,27.0,57.0,39.0,62.0,161.0,,,,,117.0,40.0,39.0,56.0,35.0,745.0,,2021-06-15 10:32:22,ausgefüllt,Teilnehmer,21.0,21.0,3.0,0.0,,21.0,Not Selected
686,,,base,interview,2021-06-24 08:06:39,22,männlich,bei meinen Eltern.,,nicht erwerbstätig.,0,Deutsch,6.0,äußerst wichtig,,,BU,GW,4,nein,1.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,50.0,8.0,5.0,MS,2,April 2021,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,teils/teils,trifft eher zu,teils/teils,trifft eher zu,trifft zu,,3.0,3.0,trifft voll zu,3.0,trifft voll zu,2.0,2.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,2.0,3.0,3.0,trifft voll zu,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,5.0,5.0,nie,nie,4.0,4.0,nie,5.0,5.0,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,sehr häufig,sehr häufig,5.0,5.0,5.0,5.0,sehr häufig,5.0,sehr häufig,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,nie,2.0,nie,nie,2.0,nie,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft eher zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,,,C,G,M,23,B,13.0,25.0,48.0,,37.0,33.0,23.0,43.0,37.0,57.0,81.0,,,,,28.0,44.0,74.0,70.0,41.0,654.0,,2021-06-24 08:17:33,ausgefüllt,Teilnehmer,21.0,21.0,3.0,0.0,,16.0,Not Selected
160,,,base,interview,2021-06-15 09:35:55,22,weiblich,bei meinen Eltern.,,gelegentlich während des Semesters erwerbstätig.,8,Andere Sprache,äußerst wichtig,4.0,,,PuP,MA,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ja,,,,,50.0,22.0,9.0,AHS,6,Juni 2021,2.0,3.0,2.0,3.0,3.0,teils/teils,trifft eher zu,teils/teils,trifft eher nicht zu,trifft zu,,trifft voll zu,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft voll zu,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,nie,nie,nie,3.0,3.0,nie,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,2.0,nie,nie,nie,nie,nie,3.0,5.0,2.0,nie,nie,nie,4.0,nie,nie,nie,4.0,5.0,5.0,nie,sehr häufig,nie,nie,nie,nie,5.0,nie,nie,nie,nie,5.0,4.0,nie,nie,nie,nie,nie,nie,5.0,4.0,sehr häufig,nie,nie,nie,nie,4.0,nie,3.0,3.0,4.0,4.0,nie,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,sehr häufig,4.0,4.0,2.0,4.0,5.0,3.0,trifft gar nicht zu,trifft voll zu,3.0,2.0,trifft nicht zu,trifft zu,trifft eher zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,teils/teils,teils/teils,trifft eher zu,teils/teils,trifft nicht zu,teils/teils,,,A,I,M,14,B,4.0,34.0,45.0,,42.0,31.0,41.0,41.0,36.0,56.0,52.0,63.0,54.0,47.0,108.0,,,,47.0,36.0,737.0,,2021-06-15 09:48:12,ausgefüllt,Teilnehmer,21.0,21.0,3.0,0.0,,12.0,Selected
354,,,base,interview,2021-06-15 17:34:04,22,weiblich,bei meinen Eltern.,,während des ganzen Semesters erwerbstätig.,3,Deutsch,äußerst wichtig,äußerst wichtig,,,PuP,EN,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ja,,,,,54.0,12.0,10.0,AHS,2,April 2021,3.0,trifft voll zu,3.0,trifft voll zu,3.0,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft eher zu,"Ein Praktikum mit 100% Präsenz zu fordern in einer Zeit, in der die Schule nicht zu 100% in Präsenz stattfindet, war ein nicht nachvollziehbarer Zug der PPS. Praxiserfahrungen im Online-Unterricht zu sammeln hätte uns neue Einblicke in das Schulleben gegeben und hätte uns auf ähnliche Situationenn im späteren Berufsleben weitaus besser vorbereitet. Durch diese Maßnahme wurde auch die Organisation des Praktikums erheblich behindert, da ganze Praxistage wegfielen.",trifft voll zu,3.0,trifft voll zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft gar nicht zu,3.0,3.0,2.0,3.0,trifft voll zu,trifft gar nicht zu,3.0,2.0,3.0,3.0,3.0,sehr häufig,2.0,2.0,nie,5.0,2.0,4.0,5.0,2.0,nie,4.0,2.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,4.0,nie,nie,nie,nie,nie,4.0,4.0,4.0,4.0,5.0,5.0,sehr häufig,2.0,3.0,3.0,sehr häufig,5.0,3.0,2.0,sehr häufig,sehr häufig,sehr häufig,5.0,4.0,4.0,sehr häufig,4.0,nie,sehr häufig,sehr häufig,sehr häufig,2.0,4.0,nie,nie,5.0,5.0,3.0,4.0,4.0,nie,nie,2.0,4.0,sehr häufig,sehr häufig,sehr häufig,nie,5.0,sehr häufig,nie,4.0,nie,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nie,nie,nie,nie,nie,2.0,3.0,trifft gar nicht zu,trifft gar nicht zu,2.0,3.0,2.0,trifft nicht zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,teils/teils,trifft zu,teils/teils,"Ich habe nicht mehr als in einem normalen Praktikum gelernt, weil das Praktikum überhaupt nicht an die derzeitige Situation angepasst wurde und es deshalb ein normales Praktikum mit Steinen im Weg war.<br>Im Praktikum ist es überwiegend nicht möglich, den Input der Hochschule einzusetzen, da die PPen so in ihrem Unterrichtsweisen festgefahren sind, dass sie interaktivere, kooperativere Lehrmethoden gar nicht zulassen.<br>Auch dass in einer Zeit, in der sich das ganze Leben auf online Kommunikation umstellen muss, die Praxiszeugnisse im Original abzugeben sind, leuchtet nicht ein, v.a. weil es manchen Studierenden erlaubt wurde, sie per Mail abzugeben und anderen nicht.<br>Weiters ist die Regelung, dass bloß so wenige Stunden des Praktikums vor Beginn der LVs gemacht werden dürfen, eine große Schwierigkeit für die Vereinbarung von Uni, Praktikum und Erwerbstätigkeit (viele PPen arbeiten nur Teilzeit und können daher nur wenige Praxisstunden zur Verfügung stellen, die oft dann genau zur selben Zeit wi",,S,G,B,30,B,2.0,62.0,44.0,,44.0,20.0,210.0,70.0,55.0,69.0,68.0,76.0,87.0,62.0,130.0,,,,62.0,480.0,1103.0,,2021-06-15 17:59:45,ausgefüllt,Teilnehmer,21.0,21.0,2.0,0.0,,10.0,Selected
212,,,base,interview,2021-06-15 10:12:56,22,weiblich,bei meinen Eltern.,,während des ganzen Semesters erwerbstätig.,3,Deutsch,äußerst wichtig,äußerst wichtig,,,PuP,EN,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ja,,,,,54.0,20.0,11.0,"BMHS (z. B. HTL, HAK, ...)",4,Mai 2021,3.0,trifft voll zu,3.0,trifft voll zu,3.0,teils/teils,teils/teils,trifft eher nicht zu,trifft eher zu,trifft zu,Die Website könnte besser und übersichtlicher gestaltet werden. Einige eigentlich zentrale Inhalte (zB Rahmendbedingungen) sind nur sehr schwer zu finden,2.0,2.0,2.0,2.0,2.0,3.0,trifft gar nicht zu,2.0,3.0,2.0,3.0,trifft voll zu,trifft voll zu,3.0,3.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,3.0,trifft voll zu,3.0,5.0,5.0,5.0,nie,2.0,4.0,nie,5.0,2.0,nie,3.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,2.0,4.0,nie,nie,nie,nie,nie,5.0,4.0,nie,nie,2.0,4.0,sehr häufig,5.0,nie,4.0,5.0,sehr häufig,4.0,nie,sehr häufig,sehr häufig,3.0,2.0,2.0,2.0,sehr häufig,sehr häufig,nie,nie,4.0,4.0,nie,nie,4.0,nie,5.0,5.0,3.0,3.0,sehr häufig,sehr häufig,nie,nie,nie,5.0,sehr häufig,sehr häufig,nie,nie,sehr häufig,2.0,nie,5.0,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,4.0,3.0,sehr häufig,5.0,5.0,5.0,5.0,4.0,trifft voll zu,trifft eher nicht zu,trifft nicht zu,trifft eher zu,trifft eher zu,teils/teils,trifft eher zu,teils/teils,trifft eher nicht zu,trifft zu,trifft eher zu,teils/teils,teils/teils,,,A,I,A,27,B,9.0,36.0,36.0,,40.0,31.0,116.0,57.0,32.0,63.0,61.0,87.0,64.0,60.0,107.0,,,,48.0,38.0,885.0,,2021-06-15 10:27:41,ausgefüllt,Teilnehmer,21.0,21.0,2.0,0.0,,8.0,Selected
186,,,base,interview,2021-06-15 09:53:27,22,weiblich,bei meinen Eltern.,,gelegentlich während des Semesters erwerbstätig.,8,Deutsch,äußerst wichtig,6.0,,,GW,EN,6,nein,1.0,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ja,,,,,72.0,23.0,6.0,MS,4,Mai 2021,3.0,3.0,2.0,3.0,3.0,trifft eher zu,trifft eher zu,teils/teils,trifft eher zu,trifft zu,"Es sollte erlaubt sein, das Praktikum bis zum Beginn der Sommerferien der Schule durchzuführen, da die zeitliche Organisation oft nicht ganz so einfach ist.",trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,3.0,nie,4.0,5.0,3.0,4.0,3.0,2.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,sehr häufig,4.0,5.0,3.0,3.0,sehr häufig,2.0,4.0,nie,4.0,nie,nie,4.0,4.0,5.0,sehr häufig,3.0,4.0,4.0,4.0,sehr häufig,4.0,4.0,nie,nie,nie,4.0,3.0,2.0,nie,4.0,4.0,4.0,4.0,5.0,5.0,sehr häufig,4.0,3.0,3.0,5.0,2.0,2.0,nie,2.0,3.0,5.0,2.0,2.0,5.0,5.0,teils/teils,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,trifft zu,teils/teils,trifft zu,teils/teils,trifft eher zu,trifft nicht zu,trifft eher nicht zu,"Die Einheiten sind mMn nicht ausreichend, um die ganzen abgefragten Ziele (z.B. individuelle Lernpläne oder differenzierte Aufgaben für SuS zu erstellen), da wir nunmal kaum an der Schule sind und unterrichten und dadurch die SuS kaum kennen.",,M,W,L,09,B,3.0,30.0,49.0,,50.0,24.0,83.0,31.0,38.0,60.0,143.0,,,,,103.0,38.0,67.0,61.0,112.0,822.0,,2021-06-15 10:08:19,ausgefüllt,Teilnehmer,21.0,21.0,2.0,0.0,,6.0,Not Selected
167,,,base,interview,2021-06-15 09:39:00,22,männlich,alleine.,,während des ganzen Semesters erwerbstätig.,15,Deutsch,äußerst wichtig,6.0,,,GS,DE,6,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,ja,,,,,50.0,20.0,10.0,MS,2,Mai 2021,3.0,trifft voll zu,3.0,trifft voll zu,3.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,sehr häufig,sehr häufig,2.0,nie,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,5.0,sehr häufig,sehr häufig,3.0,5.0,5.0,sehr häufig,sehr häufig,3.0,5.0,5.0,sehr häufig,sehr häufig,4.0,sehr häufig,sehr häufig,4.0,4.0,5.0,5.0,sehr häufig,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,5.0,nie,4.0,nie,sehr häufig,4.0,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,4.0,4.0,sehr häufig,sehr häufig,sehr häufig,3.0,3.0,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,4.0,4.0,4.0,5.0,4.0,trifft voll zu,trifft nicht zu,teils/teils,trifft eher zu,trifft nicht zu,trifft nicht zu,teils/teils,trifft eher nicht zu,trifft zu,teils/teils,trifft nicht zu,teils/teils,trifft nicht zu,,Perfekter Zeitaufwand,N,E,A,13,G,4.0,36.0,39.0,,44.0,811.0,30.0,49.0,60.0,83.0,62.0,123.0,119.0,73.0,162.0,,,,61.0,74.0,1050.0,,2021-06-15 10:09:30,ausgefüllt,Teilnehmer,21.0,21.0,2.0,0.0,,6.0,Selected
672,,,base,interview,2021-06-24 08:04:46,22,divers/andere,bei meinen Eltern.,,während des ganzen Semesters erwerbstätig.,10,Deutsch,3.0,äußerst wichtig,,,GS,EN,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ja,,,,,65.0,12.0,15.0,"BMHS (z. B. HTL, HAK, ...)",2,Juni 2021,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft zu,trifft eher zu,trifft nicht zu,teils/teils,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,3.0,nie,3.0,4.0,sehr häufig,nie,sehr häufig,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,sehr häufig,sehr häufig,5.0,4.0,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,4.0,sehr häufig,sehr häufig,nie,3.0,sehr häufig,sehr häufig,4.0,2.0,sehr häufig,2.0,sehr häufig,nie,nie,5.0,5.0,sehr häufig,nie,nie,nie,nie,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,4.0,4.0,sehr häufig,sehr häufig,sehr häufig,2.0,4.0,sehr häufig,3.0,sehr häufig,sehr häufig,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,3.0,nie,4.0,4.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,trifft zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,,"Zum Punkt Vorbesprechungen: Wir haben uns bewusst darauf geeinigt uns kaum über die kommenden UE zu besprechen, da die PP der Meinung war (was ich befürworte) dass wir in keiner Weise in unserer Unterrichtsplanung von ihr beeinflusst werden sollten (außer dass Themen vorgegeben werden) da wir unseren eigenen Stil finden sollen und es auch hilfreich ist gelegentlich gegen die Wand zu rennen",C,A,M,29,B,3.0,28.0,59.0,,105.0,24.0,28.0,49.0,50.0,65.0,155.0,96.0,103.0,70.0,90.0,,,,56.0,123.0,1023.0,,2021-06-24 08:23:10,ausgefüllt,Teilnehmer,21.0,21.0,2.0,0.0,,5.0,Selected
372,,,base,interview,2021-06-15 21:05:49,22,männlich,bei meinen Eltern.,,gelegentlich während des Semesters erwerbstätig.,2,Deutsch,5.0,6.0,4.0,EH,BU,EN,4,nein,1.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,50.0,14.0,4.0,AHS,3,Mai 2021,3.0,3.0,2.0,3.0,trifft voll zu,trifft eher zu,trifft zu,trifft zu,trifft eher zu,trifft zu,"Ich habe den Fehler gemacht, die Voraussetzungskette lt. Curriculum nicht schon im Vorhinein zu recherchieren, deshalb gab es dann Schwierigkeiten bei der Anmeldung. Ich habe aber die Vorraussetzungen parallel zum Praktikum gemacht und so konnte ich das Praktikum auch erfolgreich absolvieren. Dafür, dass das geklappt hat, bin ich sehr dankbar.",2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,trifft gar nicht zu,2.0,3.0,2.0,2.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,2.0,2.0,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,nie,nie,nie,3.0,4.0,3.0,nie,nie,nie,nie,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,nie,2.0,3.0,2.0,2.0,nie,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,trifft nicht zu,trifft nicht zu,teils/teils,trifft eher nicht zu,trifft eher zu,trifft eher nicht zu,trifft eher nicht zu,teils/teils,teils/teils,trifft eher nicht zu,trifft eher nicht zu,trifft nicht zu,"Ich finde es gut, dass es in der Pädagoginnenbildung NEU so viele Praktika gibt und dass man zumindest in Linz sogar schon ab dem ersten Semester in die Praxis starten kann, jedoch würde ich mir bereits im Bachelorstudium schon mehr selbst zu unterrichtende Studne wünschen, zum Beispiel, dass man in einem Fachpraktikum schon 10 Stunden selber unterrichten muss und in einem Vertiefungspraktikum beispielsweise schon 15-20 Stunden selber unterrichten muss und dass dafür zum Beispiel weniger Hospitationsstunden zusammenkommen müssen. Ich weiß eh, dass es zeitlich immer knapp ist, neben den vielen anderen Lehrveranstaltungen. Aber mehr Zeit im eignen Unterricht wäre denke ich ein großer Vorteil, da man so wirklich tiefere Einblicke in seinen zukünftigen Beruf erhalten würde.","Finde ich super, dass Sie so eine Befragung durchführen, ich hoffe die Antworten können Ihnen bei der Weiterentwicklung der PPS helfen und es nehmen viele Studierende teil.",I,R,S,10,B,87.0,195.0,125.0,,157.0,43.0,180.0,165.0,226.0,326.0,800.0,,,,,427.0,54.0,189.0,114.0,472.0,1705.0,,2021-06-15 22:05:09,ausgefüllt,Teilnehmer,21.0,21.0,0.0,0.0,,0.0,Not Selected
