CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,SC01,SD01_01,SD02,SD03_01,SD04,SD05,SD06,SD08_01,SD08_02,SD08_03,SD08_04,SD08_05,SD08_06,SD08_07,SD09,LV03_01,SW01_01,SW01_02,SW01_03,SW01_04,SW01_05,RS01_01,RS01_02,RS01_03,RS01_04,RS01_05,RS01_06,RS01_07,RS01_08,RS01_09,RS01_10,RS01_11,RS01_12,RS01_13,BE01_01,BE01_02,BE01_03,BE01_04,BE01_05,BE01_06,BE01_07,BE01_08,BE01_09,BE01_10,BE01_11,BE01_12,BE02_01,BE02_02,BE02_03,BE02_04,BE02_05,BE02_06,BE02_07,BL01_01,BL01_02,BL01_03,BL01_04,BL03_01,BL03_02,BL03_03,BL03_04,BL03_05,BL03_06,BL03_07,BL03_08,EN01_01,CO01_01,SC03,SC04,SD10,LV01_01,LV02,IP01,IP06_01,IP06_02,IP06_03,IP06_04,IP06_05,BE03_01,BL02_01,BL02_02,BL02_03,BL02_04,BL04_01,BL04_02,BL04_03,BL04_04,BL04_05,BL04_06,BL04_07,BL04_08,BL04_09,SD07_01,IP02_01,IP02_02,IP02_03,IP02_04,IP02_05,IP02_06,IP03_01,IP04,IP05_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP01_08,PP01_09,PP01_10,PP02_01,PP02_02,PP02_03,PP02_04,PP02_05,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP01_07,TP03_01,TP03_02,TP03_03,TP03_04,TP03_05,BL05_01,BL05_02,BL05_03,BL05_04,BL05_05,BL05_06,BL05_07,BL05_08,BL05_09,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,TP02_07,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME_SUM,MAILSENT,LASTDATA
590,,,base,interview,2023-05-11 15:41:05,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,1.06,10.0,Ja,23.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2018/19,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,ja,50.0,trifft voll zu,trifft voll zu,4.0,trifft voll zu,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,3.0,4.0,4.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,3.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft nicht zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,2.0,4.0,2.0,Das Lehramtstudium ist und bleibt nachwievor eine pure Katatstrophe und Zeitverschwendung. Man nimmt sich absolut nichts für seine Praxis mit...,MME29B,Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,3.0,trifft gar nicht zu,trifft gar nicht zu,3.0,3.0,trifft gar nicht zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,,,,,,,11.0,9.0,7.0,4.0,33.0,6.0,14.0,10.0,6.0,,,7.0,,,,,24.0,31.0,37.0,40.0,70.0,27.0,,47.0,51.0,16.0,,54.0,30.0,49.0,33.0,23.0,639.0,,2023-05-11 15:51:45
313,,,base,interview,2023-05-08 19:41:33,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,1.45,24.0,Ja,22.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,nein,35.0,4.0,3.0,2.0,4.0,4.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,2.0,5.0,2.0,ja Ich stimme völlig zu,2.0,6.0,5.0,5.0,3.0,ja Ich stimme völlig zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,5.0,4.0,trifft nicht zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,3.0,4.0,,SJV02B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,5.0,3.0,7.0,12.0,8.0,5.0,10.0,4.0,,,6.0,,,,,24.0,,,39.0,57.0,24.0,,,,9.0,,27.0,,4.0,32.0,13.0,315.0,,2023-05-08 19:46:48
1077,,,base,interview,2023-05-24 20:40:07,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,1.48,27.0,Ja,22.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,nein,35.0,2.0,3.0,3.0,4.0,4.0,6.0,ja Ich stimme völlig zu,5.0,3.0,3.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,4.0,trifft voll und ganz zu,5.0,5.0,trifft nicht zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,3.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,4.0,stimme vollständig zu,stimme vollständig zu,4.0,4.0,3.0,3.0,4.0,"Die BWGs überschneiden sich aller sehr, da könnte man sehr viel kürzen. Das Reflexionsgespräch am Ende der Praktika ist unnötig. Anstatt über etwaige Learnings oder Probleme in der eigenen Lehrtätigkeit zu sprechen, steht das Haupaugenmerk darauf, dass man zu jedem Thema Literatur hat. Auch sozial inkompetente Studierende werden nicht darauf hingewiesen, dass das Studium und der Beruf evtl nicht das richtige für sie ist. Bitte überdenkt das Studium noch mal. Es macht keinen Spaß.",SJV02B,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,5.0,5.0,6.0,8.0,5.0,11.0,5.0,,,5.0,,,,,19.0,,,35.0,44.0,17.0,,,,13.0,,26.0,,141.0,23.0,16.0,264.0,,2023-05-24 20:46:46
263,,,base,interview,2023-05-08 17:06:09,ausgefüllt,Teilnehmer,32.0,32.0,1.0,0.0,0.75,1.0,Ja,22.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2020/21,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,ja,33.0,5.0,trifft voll zu,4.0,5.0,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,3.0,ja Ich stimme völlig zu,6.0,6.0,6.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft gar nicht zu,3.0,3.0,3.0,2.0,trifft zu,3.0,trifft zu,trifft zu,trifft zu,3.0,5.0,3.0,3.0,3.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme gar nicht zu,4.0,,PHH22B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,3.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,trifft voll und ganz zu,trifft gar nicht zu,4.0,4.0,2.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,5.0,5.0,5.0,5.0,5.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,,,,,,,26.0,7.0,9.0,6.0,17.0,9.0,8.0,13.0,9.0,,,21.0,,,,,75.0,85.0,168.0,161.0,186.0,27.0,,77.0,32.0,34.0,,64.0,41.0,9.0,37.0,21.0,1142.0,,2023-05-08 17:25:11
1136,,,base,interview,2023-05-26 08:47:54,ausgefüllt,Teilnehmer,32.0,32.0,3.0,2.0,1.43,23.0,Ja,20.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,33.0,4.0,5.0,2.0,4.0,3.0,5.0,6.0,4.0,ja Ich stimme völlig zu,6.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,ja Ich stimme völlig zu,3.0,5.0,5.0,3.0,5.0,2.0,,4.0,,5.0,3.0,3.0,2.0,3.0,2.0,trifft zu,3.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,stimme vollständig zu,4.0,stimme vollständig zu,4.0,2.0,4.0,3.0,,BTV14B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,trifft zu,trifft zu,trifft zu,3.0,3.0,trifft zu,2.0,3.0,3.0,,,,,,,,5.0,5.0,6.0,4.0,6.0,7.0,9.0,9.0,5.0,,,6.0,,,,,31.0,34.0,35.0,71.0,98.0,25.0,,43.0,36.0,19.0,,42.0,28.0,2.0,22.0,8.0,556.0,,2023-05-26 08:57:10
234,,,base,interview,2023-05-08 16:39:49,ausgefüllt,Teilnehmer,32.0,32.0,1.0,0.0,1.55,28.0,Ja,20.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,32.0,trifft voll zu,5.0,5.0,trifft voll zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,3.0,5.0,5.0,6.0,ja Ich stimme völlig zu,3.0,2.0,4.0,5.0,trifft voll und ganz zu,5.0,5.0,4.0,5.0,4.0,trifft voll und ganz zu,4.0,3.0,2.0,trifft nicht zu,trifft zu,3.0,trifft zu,3.0,3.0,2.0,5.0,5.0,5.0,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,2.0,4.0,3.0,,ASS02B,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,4.0,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,4.0,3.0,4.0,trifft gar nicht zu,3.0,2.0,trifft gar nicht zu,4.0,3.0,5.0,4.0,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,trifft zu,trifft zu,,,,,,,,7.0,5.0,5.0,5.0,11.0,10.0,10.0,11.0,5.0,,,6.0,,,,,21.0,18.0,26.0,38.0,47.0,24.0,,30.0,17.0,15.0,,25.0,23.0,2.0,28.0,10.0,399.0,,2023-05-08 16:46:28
306,,,base,interview,2023-05-08 19:08:10,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,1.47,27.0,Ja,24.0,weiblich,0.0,Master Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,nein,31.0,trifft voll zu,trifft voll zu,5.0,trifft voll zu,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,3.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,trifft zu,3.0,3.0,3.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,3.0,stimme vollständig zu,,KME06B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,4.0,9.0,8.0,4.0,11.0,7.0,,,49.0,,,,,24.0,,,24.0,127.0,35.0,,,,10.0,,31.0,,3.0,21.0,15.0,397.0,,2023-05-08 19:14:47
767,,,base,interview,2023-05-17 11:16:26,ausgefüllt,Teilnehmer,32.0,32.0,1.0,0.0,0.88,4.0,Ja,24.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,30.0,3.0,4.0,4.0,trifft voll zu,5.0,6.0,5.0,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,6.0,4.0,6.0,6.0,ja Ich stimme völlig zu,5.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,trifft zu,2.0,trifft zu,3.0,trifft zu,trifft zu,5.0,5.0,trifft voll und ganz zu,5.0,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,3.0,3.0,4.0,3.0,,AWW30G,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,2.0,2.0,trifft gar nicht zu,2.0,2.0,3.0,2.0,3.0,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,3.0,2.0,2.0,2.0,2.0,3.0,5.0,trifft voll und ganz zu,4.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,trifft nicht zu,2.0,trifft nicht zu,2.0,2.0,trifft zu,3.0,trifft zu,,,,,,,,7.0,8.0,10.0,9.0,7.0,13.0,24.0,25.0,11.0,,,19.0,,,,,43.0,97.0,28.0,65.0,82.0,30.0,,56.0,24.0,32.0,,43.0,45.0,6.0,33.0,33.0,750.0,,2023-05-17 11:28:56
523,,,base,interview,2023-05-11 09:05:29,ausgefüllt,Teilnehmer,32.0,32.0,6.0,4.0,0.96,5.0,Ja,31.0,männlich,1.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,,,,,ja,28.0,trifft voll zu,trifft voll zu,5.0,5.0,trifft voll zu,ja Ich stimme völlig zu,6.0,6.0,ja Ich stimme völlig zu,5.0,6.0,6.0,6.0,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,4.0,4.0,4.0,3.0,3.0,trifft zu,2.0,trifft zu,3.0,trifft zu,3.0,2.0,trifft gar nicht zu,2.0,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,3.0,3.0,3.0,,MRA10B,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,4.0,4.0,5.0,4.0,4.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft zu,3.0,trifft zu,trifft zu,trifft zu,trifft zu,3.0,3.0,trifft zu,,,,,,,,90.0,8.0,6.0,7.0,9.0,18.0,23.0,17.0,12.0,,,7.0,,,,,31.0,40.0,31.0,52.0,76.0,25.0,,59.0,25.0,32.0,,47.0,36.0,5.0,37.0,16.0,630.0,,2023-05-11 09:17:18
781,,,base,interview,2023-05-17 11:22:02,ausgefüllt,Teilnehmer,32.0,32.0,9.0,7.0,1.11,12.0,Ja,26.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,,,,,nein,28.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,trifft zu,trifft nicht zu,trifft zu,3.0,trifft zu,2.0,5.0,5.0,3.0,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,4.0,,ACM6B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,8.0,15.0,9.0,10.0,8.0,9.0,8.0,,,7.0,,,,,30.0,,,24.0,55.0,41.0,,,,32.0,,41.0,,6.0,44.0,23.0,390.0,,2023-05-17 11:28:32
374,,,base,interview,2023-05-09 09:01:18,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,0.72,1.0,Ja,20.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,nein,25.0,trifft voll zu,5.0,trifft voll zu,trifft voll zu,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,4.0,3.0,3.0,4.0,3.0,trifft zu,trifft nicht zu,trifft zu,3.0,trifft zu,2.0,4.0,4.0,3.0,3.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,4.0,3.0,3.0,Praktikumsamneldung ist kompliziert - Praktikum selbst ist gut,EGJ20G,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,11.0,15.0,9.0,12.0,14.0,17.0,21.0,8.0,,,49.0,,,,,37.0,,,47.0,104.0,31.0,,,,28.0,,48.0,,33.0,39.0,28.0,578.0,,2023-05-09 09:10:57
157,,,base,interview,2023-05-08 16:13:56,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,1.24,40.0,Ja,27.0,weiblich,0.0,Master Lehramt Sekundarstufe (Allgemeinbildung),SoSe 2022,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,nein,23.0,2.0,4.0,4.0,trifft voll zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,3.0,5.0,6.0,ja Ich stimme völlig zu,3.0,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,trifft zu,3.0,trifft zu,2.0,trifft zu,2.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,3.0,4.0,2.0,stimme vollständig zu,stimme vollständig zu,4.0,3.0,4.0,,ECJ26B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,3.0,30.0,15.0,7.0,10.0,6.0,,,231.0,,,,,47.0,,,72.0,98.0,24.0,,,,18.0,,36.0,,3.0,39.0,19.0,446.0,,2023-05-08 16:25:04
833,,,base,interview,2023-05-22 14:32:15,ausgefüllt,Teilnehmer,32.0,32.0,3.0,2.0,0.68,1.0,Ja,33.0,männlich,2.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2018/19,Ich bin anderweitig erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,nein,17.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,trifft nicht zu,2.0,trifft nicht zu,3.0,2.0,trifft zu,3.0,4.0,3.0,2.0,2.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,3.0,4.0,,KCL04B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.0,9.0,5.0,17.0,15.0,34.0,21.0,7.0,,,46.0,,,,,43.0,,,99.0,162.0,36.0,,,,40.0,,153.0,,24.0,44.0,28.0,801.0,,2023-05-22 14:45:36
